name,F,M,All,ratio,gender
All,159990140.0,162412587.0,322402727.0,0.0216804496481,1.0
James,23044.0,5049727.0,5072771.0,7.77567042136,1.0
John,21578.0,5040319.0,5061897.0,7.86781008209,1.0
Robert,20055.0,4767995.0,4788050.0,7.89327694653,1.0
Michael,21470.0,4243903.0,4265373.0,7.62692568051,1.0
Mary,4103935.0,15139.0,4119074.0,-8.08259415895,0.0
William,15806.0,3986586.0,4002392.0,7.97853766824,1.0
David,12787.0,3525961.0,3538748.0,8.10719487863,1.0
Richard,9534.0,2542735.0,2552269.0,8.05908377362,1.0
Joseph,10529.0,2519280.0,2529809.0,7.90249924424,1.0
Charles,12316.0,2335387.0,2347703.0,7.56698405789,1.0
Thomas,8404.0,2254734.0,2263138.0,8.06766536566,1.0
Christopher,9365.0,1947979.0,1957344.0,7.70048341486,1.0
Daniel,8004.0,1810130.0,1818134.0,7.82115642999,1.0
Patricia,1568742.0,4964.0,1573706.0,-8.30388927107,0.0
Elizabeth,1561874.0,5107.0,1566981.0,-8.25658629823,0.0
Matthew,5393.0,1498203.0,1503596.0,8.11792936677,1.0
Jennifer,1455078.0,4809.0,1459887.0,-8.24114384986,0.0
George,9915.0,1443869.0,1453784.0,7.18611136688,1.0
Linda,1448771.0,3756.0,1452527.0,-8.59141679498,0.0
Barbara,1431316.0,4139.0,1435455.0,-8.43384425554,0.0
Donald,5566.0,1405550.0,1411116.0,7.98027815199,1.0
Paul,5848.0,1372511.0,1378359.0,7.87465868514,1.0
Anthony,6954.0,1351350.0,1358304.0,7.60234259905,1.0
Mark,4477.0,1334372.0,1338849.0,8.21941288762,1.0
Edward,5360.0,1270291.0,1275651.0,7.88871031339,1.0
Steven,4451.0,1260654.0,1265105.0,8.14582715075,1.0
Kenneth,5330.0,1257723.0,1263053.0,7.88246297077,1.0
Margaret,1232653.0,3737.0,1236390.0,-8.36567044961,0.0
Andrew,4790.0,1206648.0,1211438.0,7.97676350718,1.0
Brian,4540.0,1146417.0,1150957.0,7.98022389547,1.0
Kevin,5246.0,1128247.0,1133493.0,7.7486494195,1.0
Joshua,4792.0,1125231.0,1130023.0,7.87537758095,1.0
Susan,1118932.0,2534.0,1121466.0,-8.78649012336,0.0
Dorothy,1104280.0,3674.0,1107954.0,-8.23153868485,0.0
Ronald,3849.0,1072189.0,1076038.0,8.12185985264,1.0
Timothy,4312.0,1047868.0,1052180.0,7.9248840985,1.0
Sarah,1040054.0,3284.0,1043338.0,-8.30698859313,0.0
Jessica,1031638.0,3559.0,1035197.0,-8.17924917217,0.0
Helen,1012712.0,3106.0,1015818.0,-8.34895040672,0.0
Nancy,999033.0,2946.0,1001979.0,-8.40563109322,0.0
Betty,998065.0,3619.0,1001684.0,-8.10739885767,0.0
Jason,4968.0,991561.0,996529.0,7.64089254479,1.0
Karen,980322.0,2747.0,983069.0,-8.4792549791,0.0
Jeffrey,3492.0,964279.0,967771.0,8.10925326033,1.0
Lisa,962293.0,2785.0,965078.0,-8.43265509642,0.0
Frank,4609.0,903096.0,907705.0,7.61428177787,1.0
Gary,3287.0,896214.0,899501.0,8.09092799675,1.0
Ryan,18749.0,858602.0,877351.0,5.51710397842,1.0
Sandra,870721.0,2694.0,873415.0,-8.33631685757,0.0
Eric,4268.0,851715.0,855983.0,7.64066677168,1.0
Anna,851152.0,2700.0,853852.0,-8.30031357606,0.0
Nicholas,3054.0,847367.0,850421.0,8.11614307288,1.0
Stephen,2933.0,846078.0,849011.0,8.17226979033,1.0
Ashley,816948.0,15402.0,832350.0,-5.72905464467,0.0
Donna,829458.0,2232.0,831690.0,-8.53768809409,0.0
Carol,815035.0,8653.0,823688.0,-6.55751780135,0.0
Kimberly,814903.0,4242.0,819145.0,-7.58573991077,0.0
Ruth,816053.0,2777.0,818830.0,-8.19899186623,0.0
Larry,3560.0,801006.0,804566.0,7.81379199788,1.0
Jacob,2103.0,800407.0,802510.0,8.57214112417,1.0
Michelle,796579.0,3239.0,799818.0,-7.94212516846,0.0
Laura,787080.0,2573.0,789653.0,-8.25691501359,0.0
Jonathan,3439.0,775934.0,779373.0,7.81780101766,1.0
Amanda,776812.0,2131.0,778943.0,-8.50989108398,0.0
Scott,2612.0,765970.0,768582.0,8.19598918152,1.0
Raymond,3516.0,761785.0,765301.0,7.75930499995,1.0
Emily,754908.0,1651.0,756559.0,-8.83681690465,0.0
Melissa,742742.0,2490.0,745232.0,-8.2205716085,0.0
Justin,3736.0,740428.0,744164.0,7.63072118787,1.0
Deborah,737810.0,1657.0,739467.0,-8.79853193013,0.0
Rebecca,734133.0,2102.0,736235.0,-8.44813497463,0.0
Stephanie,727682.0,2633.0,730315.0,-8.11045679292,0.0
Sharon,719201.0,3057.0,722258.0,-7.87813466437,0.0
Brandon,4076.0,713673.0,717749.0,7.4519653311,1.0
Kathleen,708768.0,1692.0,710460.0,-8.71044009078,0.0
Cynthia,704320.0,1960.0,706280.0,-8.48923358578,0.0
Gregory,2856.0,698946.0,701802.0,7.93504120887,1.0
Shirley,683829.0,9545.0,693374.0,-6.1627465984,0.0
Amy,675651.0,1835.0,677486.0,-8.52435435755,0.0
Samuel,2721.0,672541.0,675262.0,7.9493414543,1.0
Patrick,2817.0,653935.0,656752.0,7.85884386754,1.0
Angela,652453.0,2134.0,654587.0,-8.25616999329,0.0
Catherine,645968.0,1823.0,647791.0,-8.46900432678,0.0
Virginia,644381.0,2009.0,646390.0,-8.32529258156,0.0
Benjamin,2280.0,639065.0,641345.0,8.13078504211,1.0
Jack,2588.0,626001.0,628589.0,7.91818353423,1.0
Jerry,17304.0,607484.0,624788.0,5.13366893579,1.0
Henry,4440.0,614066.0,618506.0,7.11169023843,1.0
Walter,3630.0,613336.0,616966.0,7.40056427458,1.0
Dennis,2637.0,612811.0,615448.0,7.86040081254,1.0
Katherine,609710.0,1803.0,611513.0,-8.40158000118,0.0
Brenda,603814.0,2121.0,605935.0,-8.1532157764,0.0
Pamela,592725.0,1388.0,594113.0,-8.73821153075,0.0
Willie,146103.0,446185.0,592288.0,1.61065621142,1.0
Frances,585555.0,4952.0,590507.0,-6.88564956175,0.0
Christine,581689.0,2027.0,583716.0,-8.16475812338,0.0
Nicole,568611.0,1943.0,570554.0,-8.19301229763,0.0
Peter,1940.0,561529.0,563469.0,8.17716006947,1.0
Alexander,4243.0,558947.0,563190.0,7.04148300269,1.0
Tyler,15145.0,541438.0,556583.0,5.15988266121,1.0
Douglas,2079.0,553948.0,556027.0,8.05771698608,1.0
Janet,554492.0,1518.0,556010.0,-8.5128510449,0.0
Carolyn,552215.0,1616.0,553831.0,-8.41665906855,0.0
Debra,549898.0,1145.0,551043.0,-8.90767263092,0.0
Harold,2649.0,547465.0,550114.0,7.69117508075,1.0
Rachel,547721.0,1772.0,549493.0,-8.27191878123,0.0
Martha,545513.0,1991.0,547504.0,-8.09797654622,0.0
Kelly,465737.0,80777.0,546514.0,-2.52749902866,0.0
Alice,538339.0,1920.0,540259.0,-8.1312648241,0.0
Marie,532398.0,2192.0,534590.0,-7.92411354313,0.0
Samantha,529231.0,1158.0,530389.0,-8.8361185072,0.0
Aaron,4152.0,523516.0,527668.0,6.97828337639,1.0
Maria,522467.0,4188.0,526655.0,-6.96293466424,0.0
Jose,4096.0,521271.0,525367.0,6.99167407479,1.0
Heather,522278.0,1476.0,523754.0,-8.46698140249,0.0
Arthur,3188.0,519090.0,522278.0,7.34718925567,1.0
Diane,517151.0,1386.0,518537.0,-8.54351451873,0.0
Terry,96792.0,419421.0,516213.0,2.11543938088,1.0
Adam,1992.0,512836.0,514828.0,8.00813608201,1.0
Emma,512134.0,1491.0,513625.0,-8.42409727332,0.0
Joyce,504839.0,2827.0,507666.0,-7.48040767282,0.0
Evelyn,502655.0,1765.0,504420.0,-8.15375654436,0.0
Julie,502647.0,1522.0,504169.0,-8.36743340764,0.0
Carl,3192.0,499405.0,502597.0,7.28960580369,1.0
Zachary,1470.0,494187.0,495657.0,8.39309709459,1.0
Albert,2559.0,482459.0,485018.0,7.55868238787,1.0
Joan,479216.0,5015.0,484231.0,-6.57828256638,0.0
Nathan,1674.0,478567.0,480241.0,8.15927757991,1.0
Jean,457227.0,22571.0,479798.0,-4.34036835642,0.0
Rose,469652.0,2093.0,471745.0,-7.80987603107,0.0
Christina,468567.0,1977.0,470544.0,-7.88879867109,0.0
Kyle,8251.0,460124.0,468375.0,5.80130991805,1.0
Ann,466360.0,1364.0,467724.0,-8.41745659837,0.0
Doris,461060.0,3237.0,464297.0,-7.15415333208,0.0
Joe,11318.0,447336.0,458654.0,5.3046679183,1.0
Lawrence,2115.0,452425.0,454540.0,7.74087717808,1.0
Mildred,450012.0,1582.0,451594.0,-8.15207006276,0.0
Judith,449997.0,1241.0,451238.0,-8.50226845775,0.0
Lauren,445128.0,5725.0,450853.0,-6.28080075042,0.0
Gerald,2388.0,444816.0,447204.0,7.54126203581,1.0
Kathryn,443618.0,1093.0,444711.0,-8.66488069345,0.0
Jordan,121274.0,322499.0,443773.0,1.41102440364,1.0
Cheryl,438701.0,979.0,439680.0,-8.80771341976,0.0
Grace,437620.0,1244.0,438864.0,-8.45854837763,0.0
Roger,1689.0,435797.0,437486.0,8.0113431267,1.0
Victoria,435187.0,1193.0,436380.0,-8.51089760748,0.0
Julia,430416.0,1715.0,432131.0,-7.97137932206,0.0
Keith,2215.0,429280.0,431495.0,7.59846845071,1.0
Megan,428400.0,1096.0,429496.0,-8.61056687156,0.0
Harry,2018.0,418373.0,420391.0,7.69571976457,1.0
Jeremy,2290.0,417112.0,419402.0,7.50894340953,1.0
Andrea,411564.0,5718.0,417282.0,-6.16946236328,0.0
Jacqueline,411757.0,1386.0,413143.0,-8.21472210873,0.0
Ralph,1839.0,410900.0,412739.0,7.80372204053,1.0
Teresa,410145.0,1165.0,411310.0,-8.45966027584,0.0
Jesse,11424.0,398847.0,410271.0,5.12569563687,1.0
Sara,408189.0,1228.0,409417.0,-8.37678293378,0.0
Gloria,407239.0,1736.0,408975.0,-7.87396497239,0.0
Janice,404285.0,1159.0,405444.0,-8.44634830038,0.0
Sean,2889.0,400964.0,403853.0,7.11675869798,1.0
Roy,2680.0,400564.0,403244.0,7.22365595633,1.0
Theresa,401731.0,1216.0,402947.0,-8.36794275377,0.0
Taylor,290060.0,104639.0,394699.0,-1.47093069934,0.0
Lillian,391851.0,1383.0,393234.0,-8.14636021205,0.0
Louis,2815.0,386764.0,389579.0,7.10217478245,1.0
Billy,5327.0,380024.0,385351.0,6.15662344214,1.0
Hannah,381370.0,649.0,382019.0,-9.19875716673,0.0
Judy,380917.0,1094.0,382011.0,-8.44372012723,0.0
Beverly,375859.0,4633.0,380492.0,-6.3421010572,0.0
Eugene,2617.0,376373.0,378990.0,7.16810540205,1.0
Bruce,1400.0,377163.0,378563.0,8.07361751599,1.0
Christian,18568.0,353913.0,372481.0,4.25250442318,1.0
Leslie,259392.0,112294.0,371686.0,-1.2078531407,0.0
Denise,369603.0,1363.0,370966.0,-8.08304709453,0.0
Austin,3742.0,364403.0,368145.0,6.60558146758,1.0
Marilyn,365367.0,1066.0,366433.0,-8.4209950871,0.0
Jane,363243.0,1127.0,364370.0,-8.33230367044,0.0
Amber,362512.0,980.0,363492.0,-8.53103128795,0.0
Bryan,1680.0,360757.0,362437.0,7.7464223453,1.0
Alexis,307293.0,54716.0,362009.0,-2.48958023203,0.0
Danielle,357831.0,1881.0,359712.0,-7.57163471883,0.0
Brittany,353486.0,1079.0,354565.0,-8.35581440241,0.0
Wayne,1605.0,349683.0,351288.0,7.76733055288,1.0
Diana,348735.0,1284.0,350019.0,-8.08534215152,0.0
Irene,348459.0,1344.0,349803.0,-8.01831196894,0.0
Russell,1696.0,347633.0,349329.0,7.67928506024,1.0
Jamie,263130.0,83287.0,346417.0,-1.6596125099,0.0
Howard,1677.0,343314.0,344991.0,7.67750219102,1.0
Annie,342398.0,1922.0,344320.0,-7.47692212842,0.0
Shannon,292956.0,51301.0,344257.0,-2.51362514455,0.0
Fred,2028.0,342015.0,344043.0,7.39785813726,1.0
Lori,339910.0,852.0,340762.0,-8.64008366016,0.0
Florence,333946.0,1437.0,335383.0,-7.86041096172,0.0
Philip,1137.0,333638.0,334775.0,8.19690755073,1.0
Lois,331209.0,2636.0,333845.0,-6.9732476954,0.0
Louise,331029.0,2189.0,333218.0,-7.24054184601,0.0
Kathy,332477.0,739.0,333216.0,-8.81346446201,0.0
Tammy,331317.0,1396.0,332713.0,-7.89076947877,0.0
Tiffany,331101.0,1191.0,332292.0,-8.11895414458,0.0
Robin,287861.0,43456.0,331317.0,-2.72774505304,0.0
Alan,1011.0,329251.0,330262.0,8.34726101477,1.0
Randy,4976.0,323134.0,328110.0,6.02100226256,1.0
Ruby,324693.0,2968.0,327661.0,-6.77344137996,0.0
Shawn,32854.0,294133.0,326987.0,3.16232771965,1.0
Crystal,325163.0,1185.0,326348.0,-8.10013223446,0.0
Bonnie,321910.0,4031.0,325941.0,-6.31937580082,0.0
Phyllis,322181.0,870.0,323051.0,-8.53264030011,0.0
Juan,2700.0,317995.0,320695.0,6.87990086395,1.0
Bobby,9610.0,310759.0,320369.0,5.01511593305,1.0
Anne,317277.0,830.0,318107.0,-8.5784158896,0.0
Kayla,314684.0,552.0,315236.0,-9.15501984483,0.0
Erin,304991.0,8853.0,313844.0,-5.106456439,0.0
Vincent,1368.0,311144.0,312512.0,7.82937038558,1.0
Tracy,249996.0,60723.0,310719.0,-2.04159003808,0.0
Francis,28671.0,281240.0,309911.0,3.29413767006,1.0
Madison,301660.0,7310.0,308970.0,-5.36690819196,0.0
Johnny,3668.0,303202.0,306870.0,6.36914182078,1.0
Ethan,554.0,305222.0,305776.0,9.10575726187,1.0
Olivia,303411.0,579.0,303990.0,-9.0334943271,0.0
Phillip,1332.0,301642.0,302974.0,7.82309942779,1.0
Clarence,1861.0,301067.0,302928.0,7.33786271708,1.0
Ernest,1854.0,299105.0,300959.0,7.33386697334,1.0
Natalie,297824.0,715.0,298539.0,-8.70230106024,0.0
Victor,1778.0,296635.0,298413.0,7.38228969721,1.0
Martin,1471.0,296672.0,298143.0,7.6559277144,1.0
Dylan,6699.0,291381.0,298080.0,5.44281724495,1.0
Craig,1012.0,296740.0,297752.0,8.19584631228,1.0
Stanley,1437.0,296218.0,297655.0,7.68745543816,1.0
Dale,21835.0,275773.0,297608.0,3.65876677815,1.0
Edna,293457.0,1047.0,294504.0,-8.13074386947,0.0
Peggy,292394.0,799.0,293193.0,-8.51550248863,0.0
Travis,2112.0,290513.0,292625.0,7.10384907849,1.0
Tina,290308.0,903.0,291211.0,-8.32864262573,0.0
Lee,61941.0,228180.0,290121.0,1.88120576505,1.0
Bradley,1278.0,288837.0,290115.0,7.82022391669,1.0
Earl,2248.0,287591.0,289839.0,6.99923268236,1.0
Leonard,1412.0,288169.0,289581.0,7.67303124601,1.0
Dawn,288207.0,1034.0,289241.0,-8.12272538038,0.0
Josephine,288051.0,985.0,289036.0,-8.19198482639,0.0
Jimmy,2218.0,282017.0,284235.0,6.99037895526,1.0
Rita,281675.0,777.0,282452.0,-8.50190120936,0.0
Wanda,280775.0,972.0,281747.0,-8.17424245568,0.0
Todd,1061.0,279917.0,280978.0,8.04343064127,1.0
Ethel,278533.0,1489.0,280022.0,-7.547360701,0.0
Danny,1511.0,277461.0,278972.0,7.52063752934,1.0
Charlotte,278045.0,633.0,278678.0,-8.77889717883,0.0
Norma,276724.0,1278.0,278002.0,-7.75841612638,0.0
Alyssa,277104.0,413.0,277517.0,-9.39007003931,0.0
Paula,275687.0,884.0,276571.0,-8.28476915382,0.0
Courtney,253875.0,21791.0,275666.0,-3.54231402543,0.0
Cody,4805.0,270657.0,275462.0,5.81578545972,1.0
Connie,265764.0,6947.0,272711.0,-5.25761178495,0.0
Jessie,163739.0,108007.0,271746.0,-0.600273172159,0.0
Abigail,270956.0,536.0,271492.0,-8.98160987823,0.0
Marjorie,270358.0,594.0,270952.0,-8.8301924006,0.0
Ellen,270025.0,745.0,270770.0,-8.50163684305,0.0
Angel,86405.0,182416.0,268821.0,1.07804557177,1.0
Gabriel,6266.0,260982.0,267248.0,5.38026172722,1.0
Gladys,265657.0,1023.0,266680.0,-8.02061477268,0.0
Carrie,264662.0,1189.0,265851.0,-7.79825854317,0.0
Edith,262408.0,825.0,263233.0,-8.31320186919,0.0
Carlos,2008.0,260756.0,262764.0,7.02079737005,1.0
Allison,259003.0,3724.0,262727.0,-6.11997192545,0.0
Allen,1817.0,260377.0,262194.0,7.1628997861,1.0
Wendy,258247.0,947.0,259194.0,-8.09117144868,0.0
Clara,258115.0,999.0,259114.0,-8.01331359076,0.0
Marion,187263.0,71335.0,258598.0,-1.39238387227,0.0
Frederick,1105.0,256987.0,258092.0,7.86150520094,1.0
Eleanor,256346.0,602.0,256948.0,-8.7341131839,0.0
Curtis,2321.0,254012.0,256333.0,6.7740063213,1.0
Elaine,254197.0,654.0,254851.0,-8.60244065288,0.0
Cindy,253906.0,766.0,254672.0,-8.37273437993,0.0
Alex,7608.0,246609.0,254217.0,5.01856439546,1.0
Norman,1607.0,250568.0,252175.0,7.28468844083,1.0
Logan,18851.0,230652.0,249503.0,3.61300484005,1.0
Joel,2504.0,246221.0,248725.0,6.61957544093,1.0
Glenn,2136.0,246333.0,248469.0,6.84955445417,1.0
Marvin,1610.0,246539.0,248149.0,7.25861138599,1.0
Cameron,23224.0,223976.0,247200.0,3.26965576734,1.0
Noah,1155.0,245946.0,247101.0,7.73430492978,1.0
Tony,2878.0,244055.0,246933.0,6.40599590649,1.0
Valerie,244300.0,694.0,244994.0,-8.45950248546,0.0
Esther,243764.0,954.0,244718.0,-7.9972800974,0.0
Monica,243545.0,982.0,244527.0,-7.95424962495,0.0
Rodney,1176.0,242564.0,243740.0,7.68833357917,1.0
Luis,1481.0,242223.0,243704.0,7.35362041009,1.0
Audrey,239289.0,2828.0,242117.0,-6.40282814803,0.0
Melvin,2140.0,239601.0,241741.0,6.80687932253,1.0
Dana,188866.0,52807.0,241673.0,-1.83856192012,0.0
Alfred,1293.0,239878.0,241171.0,7.53543476402,1.0
Vanessa,238322.0,965.0,239287.0,-7.94816747814,0.0
Steve,906.0,238342.0,239248.0,8.03930643624,1.0
Eva,237500.0,972.0,238472.0,-7.93275548427,0.0
Chad,1039.0,237156.0,238195.0,7.83449690431,1.0
Ella,236937.0,825.0,237762.0,-8.16589367223,0.0
Sheila,236900.0,647.0,237547.0,-8.51629677102,0.0
Hazel,233185.0,2629.0,235814.0,-6.47081703566,0.0
Sylvia,234775.0,909.0,235684.0,-8.01278278159,0.0
Nathaniel,1123.0,233913.0,235036.0,7.70247030549,1.0
April,232585.0,667.0,233252.0,-8.44585557998,0.0
Lynn,181159.0,52080.0,233239.0,-1.79845512721,0.0
Edwin,1192.0,231604.0,232796.0,7.6021321241,1.0
Morgan,192255.0,39110.0,231365.0,-2.29741167784,0.0
Sherry,229185.0,975.0,230160.0,-7.87689468959,0.0
Herbert,1116.0,227136.0,228252.0,7.66907554723,1.0
Katie,227542.0,494.0,228036.0,-8.84740610728,0.0
Jeffery,1268.0,226477.0,227745.0,7.4806659883,1.0
Erica,226586.0,1022.0,227608.0,-7.79251971805,0.0
Antonio,1958.0,225224.0,227182.0,6.84583599486,1.0
Pauline,225430.0,770.0,226200.0,-8.19360535956,0.0
Thelma,225020.0,1141.0,226161.0,-7.62361063345,0.0
Michele,222607.0,2619.0,225226.0,-6.40933908982,0.0
Jasmine,223137.0,1242.0,224379.0,-7.48912077359,0.0
Brianna,223754.0,387.0,224141.0,-9.17536419164,0.0
Eddie,15672.0,206216.0,221888.0,3.71789506583,1.0
Melanie,219574.0,598.0,220172.0,-8.52034603358,0.0
Evan,3441.0,215443.0,218884.0,5.96833452203,1.0
Suzanne,218244.0,493.0,218737.0,-8.79013862965,0.0
Ricky,1835.0,216853.0,218688.0,6.88479352866,1.0
Alicia,217639.0,706.0,218345.0,-8.26805320585,0.0
Lucille,216502.0,751.0,217253.0,-8.17135172925,0.0
Kristen,215189.0,2039.0,217228.0,-6.72159874672,0.0
Derek,905.0,216162.0,217067.0,7.89997942058,1.0
Caleb,506.0,213744.0,214250.0,8.72253082247,1.0
Kim,179033.0,34784.0,213817.0,-2.3637297841,0.0
Anita,212630.0,682.0,213312.0,-8.28435770671,0.0
Theodore,882.0,212276.0,213158.0,7.91094689773,1.0
Marcus,1322.0,211500.0,212822.0,7.32179167627,1.0
Dolores,210641.0,1336.0,211977.0,-7.30072245755,0.0
Veronica,210778.0,835.0,211613.0,-7.9797323803,0.0
Joanne,210537.0,504.0,211041.0,-8.7064343473,0.0
Gail,201450.0,8946.0,210396.0,-4.49303523692,0.0
Geraldine,209111.0,747.0,209858.0,-8.12894499658,0.0
Alexandra,208887.0,856.0,209743.0,-7.93089619768,0.0
Lorraine,207648.0,935.0,208583.0,-7.79495789591,0.0
Rhonda,207749.0,589.0,208338.0,-8.4623581832,0.0
Bertha,207341.0,936.0,208277.0,-7.79128118075,0.0
Jill,207582.0,501.0,208083.0,-8.69465503035,0.0
Juanita,206420.0,991.0,207411.0,-7.70248198727,0.0
Isaac,657.0,205836.0,206493.0,8.29138624076,1.0
Ray,5336.0,199622.0,204958.0,5.22536824965,1.0
Troy,2588.0,201883.0,204471.0,6.28553800293,1.0
Jesus,2583.0,201452.0,204035.0,6.28524467484,1.0
Sophia,203371.0,289.0,203660.0,-9.45882876248,0.0
Mike,662.0,202747.0,203409.0,8.25863363501,1.0
Darlene,202760.0,605.0,203365.0,-8.38862221131,0.0
Sally,202123.0,642.0,202765.0,-8.29844448567,0.0
Dustin,1380.0,200134.0,201514.0,7.18015420478,1.0
Isabella,201112.0,241.0,201353.0,-9.7047503055,0.0
Bernard,985.0,197723.0,198708.0,7.64914126149,1.0
Adrian,14342.0,184140.0,198482.0,3.68248492382,1.0
Leroy,1183.0,197248.0,198431.0,7.38141678817,1.0
Randall,1155.0,195607.0,196762.0,7.40392133769,1.0
Holly,195046.0,1541.0,196587.0,-6.98380373982,0.0
Caroline,196124.0,302.0,196426.0,-9.34300182629,0.0
Luke,451.0,194152.0,194603.0,8.74984342001,1.0
Wesley,2142.0,190969.0,193111.0,6.47823617425,1.0
Jared,760.0,191764.0,192524.0,7.97911677366,1.0
June,185140.0,3132.0,188272.0,-5.88538860421,0.0
Clifford,2019.0,186078.0,188097.0,6.52612277477,1.0
Vivian,185415.0,2541.0,187956.0,-6.18921777653,0.0
Debbie,187427.0,434.0,187861.0,-8.75441803896,0.0
Beatrice,187084.0,733.0,187817.0,-7.99565726643,0.0
Ronnie,7305.0,178955.0,186260.0,4.61456876994,1.0
Ida,185060.0,766.0,185826.0,-7.91643298849,0.0
Elijah,878.0,184735.0,185613.0,7.71702057096,1.0
Jay,2438.0,183138.0,185576.0,6.23108923629,1.0
Calvin,1172.0,184056.0,185228.0,7.29502840059,1.0
Ian,685.0,184484.0,185169.0,8.07317599568,1.0
Bernice,181293.0,3402.0,184695.0,-5.73579627027,0.0
Oscar,1065.0,183005.0,184070.0,7.42488582519,1.0
Corey,8730.0,175320.0,184050.0,4.3278651199,1.0
Eileen,183342.0,407.0,183749.0,-8.8152928066,0.0
Renee,181977.0,1569.0,183546.0,-6.85776695777,0.0
Stacy,161209.0,21965.0,183174.0,-2.87565388456,0.0
Hunter,9610.0,173052.0,182662.0,4.17052537392,1.0
Leah,181640.0,388.0,182028.0,-8.87080957412,0.0
Shane,3367.0,178643.0,182010.0,5.72947185265,1.0
Jo,178580.0,1772.0,180352.0,-6.6550481013,0.0
Barry,766.0,179233.0,179999.0,7.87027618032,1.0
Casey,73493.0,106278.0,179771.0,0.532164234748,1.0
Kristin,178099.0,1622.0,179721.0,-6.77876178616,0.0
Gertrude,176665.0,568.0,177233.0,-8.28090960349,0.0
Tommy,2820.0,173228.0,176048.0,5.94083316851,1.0
Manuel,1153.0,173284.0,174437.0,7.23160212767,1.0
Loretta,173572.0,500.0,174072.0,-8.43939042604,0.0
Regina,173445.0,564.0,174009.0,-8.26456737385,0.0
Brooke,171659.0,1999.0,173658.0,-6.42412321679,0.0
Tara,171761.0,543.0,172304.0,-8.3052345824,0.0
Elsie,171213.0,887.0,172100.0,-7.59264242816,0.0
Warren,886.0,170805.0,171691.0,7.59082779368,1.0
Rosa,170300.0,1173.0,171473.0,-7.18173161142,0.0
Leo,1850.0,169595.0,171445.0,6.51842455602,1.0
Roberta,170646.0,782.0,171428.0,-7.7696222747,0.0
Bessie,169916.0,741.0,170657.0,-7.84113245124,0.0
Cathy,169722.0,343.0,170065.0,-8.95074929279,0.0
Charlie,13157.0,156442.0,169599.0,3.57172541029,1.0
Lucy,168666.0,610.0,169276.0,-8.11114422382,0.0
Jackie,89881.0,77775.0,167656.0,-0.208709686016,0.0
Laurie,165662.0,1954.0,167616.0,-6.40566843367,0.0
Don,1206.0,165998.0,167204.0,7.10479214214,1.0
Annette,166477.0,499.0,166976.0,-8.38206734142,0.0
Dean,2858.0,162021.0,164879.0,5.82503109035,1.0
Jon,1250.0,163331.0,164581.0,7.02972673332,1.0
Cassandra,162762.0,376.0,163138.0,-8.75781553606,0.0
Jeanne,162663.0,361.0,163024.0,-8.81567157448,0.0
Chris,22855.0,140076.0,162931.0,2.61562806792,1.0
Jeanette,162151.0,538.0,162689.0,-8.23551603293,0.0
Madeline,161504.0,229.0,161733.0,-9.4620065832,0.0
Colleen,161250.0,330.0,161580.0,-8.93261742073,0.0
Bill,715.0,159935.0,160650.0,7.80532673394,1.0
Lloyd,999.0,159235.0,160234.0,7.31645708308,1.0
Stacey,146322.0,13742.0,160064.0,-3.41248280652,0.0
Lindsey,152342.0,7635.0,159977.0,-4.31854177391,0.0
Minnie,158359.0,787.0,159146.0,-7.65261951116,0.0
Beth,158775.0,325.0,159100.0,-8.93232833659,0.0
Mitchell,1095.0,157724.0,158819.0,7.17032752381,1.0
Leon,1423.0,157310.0,158733.0,6.7885309119,1.0
Jerome,1061.0,157578.0,158639.0,7.21449766282,1.0
Alma,156144.0,2130.0,158274.0,-6.19587989265,0.0
Darrell,1182.0,156715.0,157897.0,7.05076942845,1.0
Brett,3186.0,154683.0,157869.0,5.60142457307,1.0
Lucas,361.0,156719.0,157080.0,8.76196554468,1.0
Agnes,156582.0,466.0,157048.0,-8.39237270586,0.0
Pearl,152989.0,3919.0,156908.0,-5.28679854285,0.0
Sydney,147820.0,8782.0,156602.0,-4.07314813419,0.0
Connor,1425.0,155073.0,156498.0,6.76584178887,1.0
Joann,155836.0,542.0,156378.0,-8.16751998498,0.0
Miguel,973.0,155304.0,156277.0,7.31843946782,1.0
Alvin,1098.0,155100.0,156198.0,7.14217682181,1.0
Yvonne,154424.0,619.0,155043.0,-7.96274186352,0.0
Floyd,1378.0,153039.0,154417.0,6.79517965358,1.0
Devin,16015.0,138318.0,154333.0,3.11049321046,1.0
Mason,2263.0,151922.0,154185.0,6.06895040847,1.0
Vicki,153097.0,295.0,153392.0,-9.01951534309,0.0
Isaiah,505.0,152781.0,153286.0,8.24096603631,1.0
Jim,815.0,152428.0,153243.0,7.54711216588,1.0
Micheal,1836.0,151205.0,153041.0,6.36379597796,1.0
Lillie,151641.0,873.0,152514.0,-7.44046250634,0.0
Rosemary,151812.0,358.0,152170.0,-8.72811053046,0.0
Shelby,136205.0,15836.0,152041.0,-3.10449978716,0.0
Gordon,670.0,151352.0,152022.0,7.81953092849,1.0
Chelsea,151211.0,440.0,151651.0,-8.42484385463,0.0
Gina,151161.0,398.0,151559.0,-8.56910182173,0.0
Julian,2844.0,148174.0,151018.0,5.70322704586,1.0
Seth,479.0,149785.0,150264.0,8.28865178314,1.0
Claire,148055.0,2198.0,150253.0,-6.07379801642,0.0
Johnnie,48667.0,100650.0,149317.0,1.04833142244,1.0
