name,F,M,All,ratio,gender
Libia,67.0,,67.0,,
Salahuddin,,67.0,67.0,,
Bindu,67.0,,67.0,,
Giannie,67.0,,67.0,,
Arney,,67.0,67.0,,
Xzandria,67.0,,67.0,,
Dreden,,67.0,67.0,,
Idara,67.0,,67.0,,
Jya,67.0,,67.0,,
Zelig,,67.0,67.0,,
Javi,,67.0,67.0,,
Maziah,45.0,22.0,67.0,-1.03242147769,0.0
Bannon,,67.0,67.0,,
Merelin,67.0,,67.0,,
Satine,67.0,,67.0,,
Neno,,67.0,67.0,,
Kore,,67.0,67.0,,
Aizlynn,67.0,,67.0,,
Joshiah,,67.0,67.0,,
Haidan,6.0,61.0,67.0,3.34577483684,1.0
Marsena,67.0,,67.0,,
Roniqua,67.0,,67.0,,
Truby,34.0,33.0,67.0,-0.0430687218919,0.0
Briteny,67.0,,67.0,,
Marticia,67.0,,67.0,,
Kaysan,,67.0,67.0,,
Vonette,67.0,,67.0,,
Izaha,,67.0,67.0,,
Sava,,67.0,67.0,,
Hau,,67.0,67.0,,
Victoriah,67.0,,67.0,,
Zebastian,,67.0,67.0,,
Emauri,12.0,55.0,67.0,2.1963972128,1.0
Tekelia,67.0,,67.0,,
Breeley,67.0,,67.0,,
Derran,,67.0,67.0,,
Likisha,67.0,,67.0,,
Pericles,,67.0,67.0,,
Arayna,67.0,,67.0,,
Jahnessa,67.0,,67.0,,
Mardie,62.0,5.0,67.0,-3.6322682155,0.0
Oseph,,67.0,67.0,,
Yerania,67.0,,67.0,,
Aleayah,67.0,,67.0,,
Javana,67.0,,67.0,,
Matisyn,67.0,,67.0,,
Rainn,44.0,23.0,67.0,-0.93586966258,0.0
Thijs,,67.0,67.0,,
Tiann,67.0,,67.0,,
Varnika,67.0,,67.0,,
Harvis,,67.0,67.0,,
Luma,67.0,,67.0,,
Angeldejesus,,67.0,67.0,,
Amaryah,66.0,,66.0,,
Keaisha,66.0,,66.0,,
Kaylenn,66.0,,66.0,,
Omesha,66.0,,66.0,,
Monicka,66.0,,66.0,,
Kelyse,66.0,,66.0,,
Yekaterina,66.0,,66.0,,
Sanaai,66.0,,66.0,,
Shelisha,66.0,,66.0,,
Nalee,66.0,,66.0,,
Lithzy,66.0,,66.0,,
Dijuan,,66.0,66.0,,
Juanelle,66.0,,66.0,,
Bryam,,66.0,66.0,,
Tyreesha,66.0,,66.0,,
Aanyah,66.0,,66.0,,
Waylin,,66.0,66.0,,
Arbadella,66.0,,66.0,,
Walida,66.0,,66.0,,
Eaven,,66.0,66.0,,
Kayleann,66.0,,66.0,,
Ragena,66.0,,66.0,,
Kamarian,,66.0,66.0,,
Eilee,66.0,,66.0,,
Laveah,66.0,,66.0,,
Evanny,66.0,,66.0,,
Henrie,51.0,15.0,66.0,-1.76553474636,0.0
Faraaz,,66.0,66.0,,
Matheson,,66.0,66.0,,
Eleesha,66.0,,66.0,,
Zykeriah,66.0,,66.0,,
Tymier,,66.0,66.0,,
Toshika,66.0,,66.0,,
Tanice,66.0,,66.0,,
Yanil,66.0,,66.0,,
Elandra,66.0,,66.0,,
Treylen,,66.0,66.0,,
Sunshyne,66.0,,66.0,,
Britiny,66.0,,66.0,,
Quinnlyn,66.0,,66.0,,
Tramane,,66.0,66.0,,
Hence,,66.0,66.0,,
Crystallynn,66.0,,66.0,,
Osric,,66.0,66.0,,
Kalecia,66.0,,66.0,,
Juwann,,66.0,66.0,,
Sarath,20.0,46.0,66.0,1.20163386117,1.0
Hamdan,,66.0,66.0,,
Kayveon,,66.0,66.0,,
Sharlot,66.0,,66.0,,
Sussan,66.0,,66.0,,
Cameka,66.0,,66.0,,
Ameri,60.0,6.0,66.0,-3.32192809489,0.0
Naliya,66.0,,66.0,,
Yamato,,66.0,66.0,,
Tarvares,,66.0,66.0,,
Lauralie,66.0,,66.0,,
Kajol,66.0,,66.0,,
Anaiza,66.0,,66.0,,
Raileigh,66.0,,66.0,,
Tannisha,66.0,,66.0,,
Monnica,66.0,,66.0,,
Kendrew,,66.0,66.0,,
Aracelys,66.0,,66.0,,
Zalaya,66.0,,66.0,,
Pema,66.0,,66.0,,
Eufelia,66.0,,66.0,,
Doneen,66.0,,66.0,,
Keryl,66.0,,66.0,,
Lion,,66.0,66.0,,
Yarima,66.0,,66.0,,
Keisi,66.0,,66.0,,
Aivah,66.0,,66.0,,
Beza,66.0,,66.0,,
Ozro,,66.0,66.0,,
Delmos,,66.0,66.0,,
Mumin,,66.0,66.0,,
Jonhatan,,66.0,66.0,,
Khiree,,66.0,66.0,,
Dazaria,66.0,,66.0,,
Brityn,66.0,,66.0,,
Delesa,66.0,,66.0,,
Herrick,,66.0,66.0,,
Jillien,66.0,,66.0,,
Kaeleen,66.0,,66.0,,
Yailine,66.0,,66.0,,
Dontario,,66.0,66.0,,
Amelita,66.0,,66.0,,
Zauria,66.0,,66.0,,
Zykera,66.0,,66.0,,
Jovoni,5.0,61.0,66.0,3.60880924268,1.0
Cadel,,66.0,66.0,,
Zerline,66.0,,66.0,,
Kemyra,66.0,,66.0,,
Fe,66.0,,66.0,,
Shalik,,66.0,66.0,,
Yamaira,66.0,,66.0,,
Zemira,66.0,,66.0,,
Randyl,11.0,55.0,66.0,2.32192809489,1.0
Prospero,,66.0,66.0,,
Kevron,,66.0,66.0,,
Kadien,,66.0,66.0,,
Filippa,66.0,,66.0,,
Ejay,,66.0,66.0,,
Jonnatan,,66.0,66.0,,
Maddock,,66.0,66.0,,
Keeven,,66.0,66.0,,
Yaris,66.0,,66.0,,
Palmyra,66.0,,66.0,,
Chayil,66.0,,66.0,,
Kioni,66.0,,66.0,,
Arshiya,66.0,,66.0,,
Dennies,,66.0,66.0,,
Coreon,,66.0,66.0,,
Malay,66.0,,66.0,,
Jaylina,66.0,,66.0,,
Mcgregor,,66.0,66.0,,
Lidwina,66.0,,66.0,,
Neelie,66.0,,66.0,,
Aiyah,66.0,,66.0,,
Ashwath,,66.0,66.0,,
Zeven,,66.0,66.0,,
Cartha,66.0,,66.0,,
Marranda,66.0,,66.0,,
Vaniya,66.0,,66.0,,
Lelania,66.0,,66.0,,
Rikayla,66.0,,66.0,,
Gelena,66.0,,66.0,,
Elienai,66.0,,66.0,,
Jedrick,,66.0,66.0,,
Yesena,66.0,,66.0,,
Schawn,,66.0,66.0,,
Aliou,,66.0,66.0,,
Leatta,66.0,,66.0,,
Lakhia,66.0,,66.0,,
Cashis,,66.0,66.0,,
Nahjae,66.0,,66.0,,
Charnel,66.0,,66.0,,
Legna,66.0,,66.0,,
Daray,,66.0,66.0,,
Nevaen,66.0,,66.0,,
Melady,66.0,,66.0,,
Denaisha,66.0,,66.0,,
Nakiea,66.0,,66.0,,
Rumaisa,66.0,,66.0,,
Seibert,,66.0,66.0,,
Iverna,66.0,,66.0,,
Mariachristina,66.0,,66.0,,
Guenther,,66.0,66.0,,
Gearald,,66.0,66.0,,
Doyt,,66.0,66.0,,
Talah,66.0,,66.0,,
Jeiden,,66.0,66.0,,
Lijah,10.0,56.0,66.0,2.48542682717,1.0
Tavone,,66.0,66.0,,
Mysty,66.0,,66.0,,
Jazmina,66.0,,66.0,,
Romond,,66.0,66.0,,
Cledis,,66.0,66.0,,
Dynastee,66.0,,66.0,,
Saesha,66.0,,66.0,,
Tayjon,,66.0,66.0,,
Izacc,,66.0,66.0,,
Kylil,,66.0,66.0,,
Leba,66.0,,66.0,,
Marieclaire,66.0,,66.0,,
Nayeliz,66.0,,66.0,,
Tiandre,,66.0,66.0,,
Dimples,66.0,,66.0,,
Angelize,66.0,,66.0,,
Naven,,66.0,66.0,,
Cochise,,66.0,66.0,,
Darothy,66.0,,66.0,,
Sentoria,66.0,,66.0,,
Nimesh,,66.0,66.0,,
Irem,66.0,,66.0,,
Dardan,,66.0,66.0,,
Javani,,66.0,66.0,,
Dorea,66.0,,66.0,,
Lashe,66.0,,66.0,,
Laguana,66.0,,66.0,,
Ashaya,66.0,,66.0,,
Akaila,66.0,,66.0,,
Donjuan,,66.0,66.0,,
Sindee,66.0,,66.0,,
Rocklin,,66.0,66.0,,
Jasslyn,66.0,,66.0,,
Rejina,66.0,,66.0,,
Ahijah,,66.0,66.0,,
Adrinne,66.0,,66.0,,
Zackerie,,66.0,66.0,,
Maryalyce,66.0,,66.0,,
Esbeydi,66.0,,66.0,,
Aldeen,61.0,5.0,66.0,-3.60880924268,0.0
Muranda,66.0,,66.0,,
Annaliz,66.0,,66.0,,
Ngai,,66.0,66.0,,
Albana,66.0,,66.0,,
Stephfon,,66.0,66.0,,
Chelesea,66.0,,66.0,,
Naydene,66.0,,66.0,,
Niala,66.0,,66.0,,
Terease,66.0,,66.0,,
Rekisha,66.0,,66.0,,
Nyheim,,66.0,66.0,,
Dlynn,66.0,,66.0,,
Anjelita,66.0,,66.0,,
Williamson,,66.0,66.0,,
Thana,66.0,,66.0,,
Tallyn,35.0,31.0,66.0,-0.175086706558,0.0
Marsa,66.0,,66.0,,
Timarion,,66.0,66.0,,
Sparsh,,66.0,66.0,,
Chayim,,66.0,66.0,,
Glenette,66.0,,66.0,,
Timberlyn,66.0,,66.0,,
Shyteria,66.0,,66.0,,
Escher,,65.0,65.0,,
Gianelle,65.0,,65.0,,
Kasson,,65.0,65.0,,
Merlen,,65.0,65.0,,
Aileena,65.0,,65.0,,
Ethelle,65.0,,65.0,,
Bowdy,,65.0,65.0,,
Kanishk,,65.0,65.0,,
Semiyah,65.0,,65.0,,
Riot,,65.0,65.0,,
Lason,,65.0,65.0,,
Kevontay,,65.0,65.0,,
Doxie,65.0,,65.0,,
Preciliano,,65.0,65.0,,
Davidjames,,65.0,65.0,,
Eulia,65.0,,65.0,,
Abad,,65.0,65.0,,
Delainee,65.0,,65.0,,
Nysia,65.0,,65.0,,
Daquisha,65.0,,65.0,,
Corney,,65.0,65.0,,
Sheffield,,65.0,65.0,,
Ahmia,65.0,,65.0,,
Daniil,,65.0,65.0,,
Syrianna,65.0,,65.0,,
Jodel,65.0,,65.0,,
Willmar,,65.0,65.0,,
Katena,65.0,,65.0,,
Jaydian,,65.0,65.0,,
Kirrah,65.0,,65.0,,
Andron,,65.0,65.0,,
Reve,60.0,5.0,65.0,-3.58496250072,0.0
Jakarius,,65.0,65.0,,
Floetta,65.0,,65.0,,
Zayde,7.0,58.0,65.0,3.05062607307,1.0
Witt,,65.0,65.0,,
Ndidi,65.0,,65.0,,
Jahlisa,65.0,,65.0,,
Yarisbel,65.0,,65.0,,
Ewen,,65.0,65.0,,
Izmael,,65.0,65.0,,
Kunaal,,65.0,65.0,,
Alizza,65.0,,65.0,,
Neave,65.0,,65.0,,
Jayquon,,65.0,65.0,,
Rever,65.0,,65.0,,
Yuya,,65.0,65.0,,
Kuper,,65.0,65.0,,
Kyliana,65.0,,65.0,,
Debhora,65.0,,65.0,,
Vernadette,65.0,,65.0,,
Adaijah,65.0,,65.0,,
Lenford,,65.0,65.0,,
Laurna,65.0,,65.0,,
Pele,25.0,40.0,65.0,0.678071905113,1.0
Jerney,60.0,5.0,65.0,-3.58496250072,0.0
Samariya,65.0,,65.0,,
Loi,12.0,53.0,65.0,2.14295795384,1.0
Ashwika,65.0,,65.0,,
Lilyth,65.0,,65.0,,
Breelle,65.0,,65.0,,
Yossef,,65.0,65.0,,
Lowella,65.0,,65.0,,
Angles,65.0,,65.0,,
Adiba,65.0,,65.0,,
Vantasia,65.0,,65.0,,
Melvon,,65.0,65.0,,
Donivin,,65.0,65.0,,
Rakeya,65.0,,65.0,,
Marelly,65.0,,65.0,,
Lovinia,65.0,,65.0,,
Sarann,65.0,,65.0,,
Cordai,,65.0,65.0,,
Crystalee,65.0,,65.0,,
Meris,65.0,,65.0,,
Taimane,65.0,,65.0,,
Jyrah,65.0,,65.0,,
Tavionna,65.0,,65.0,,
Darrio,,65.0,65.0,,
Yvonnia,65.0,,65.0,,
Kazimir,,65.0,65.0,,
Delailah,65.0,,65.0,,
Kazzandra,65.0,,65.0,,
Chapel,50.0,15.0,65.0,-1.73696559417,0.0
Riti,65.0,,65.0,,
Fatim,65.0,,65.0,,
Joua,65.0,,65.0,,
Preslea,65.0,,65.0,,
Dewel,,65.0,65.0,,
Salaam,,65.0,65.0,,
Bristal,65.0,,65.0,,
Azir,,65.0,65.0,,
Casidee,65.0,,65.0,,
Mabelene,65.0,,65.0,,
Hosteen,,65.0,65.0,,
Tachina,65.0,,65.0,,
Dafna,65.0,,65.0,,
Brione,54.0,11.0,65.0,-2.29545588353,0.0
Kalkidan,65.0,,65.0,,
Donnavin,,65.0,65.0,,
Braeton,,65.0,65.0,,
Seymone,65.0,,65.0,,
Debroh,65.0,,65.0,,
Sakib,,65.0,65.0,,
Soul,13.0,52.0,65.0,2.0,1.0
Saamiya,65.0,,65.0,,
Alann,,65.0,65.0,,
Camen,10.0,55.0,65.0,2.45943161864,1.0
Torra,65.0,,65.0,,
Jerine,65.0,,65.0,,
Lucely,65.0,,65.0,,
Diahn,65.0,,65.0,,
Brailen,,65.0,65.0,,
Kaysa,65.0,,65.0,,
Keali,65.0,,65.0,,
Modest,65.0,,65.0,,
Magdala,65.0,,65.0,,
Lakela,65.0,,65.0,,
Lashonne,65.0,,65.0,,
Yaniyah,65.0,,65.0,,
Demarus,,65.0,65.0,,
Jonmarc,,65.0,65.0,,
Renesmee,65.0,,65.0,,
Tumeka,65.0,,65.0,,
Faryal,65.0,,65.0,,
Jayvan,,65.0,65.0,,
Kindel,60.0,5.0,65.0,-3.58496250072,0.0
Genavive,65.0,,65.0,,
Vanny,49.0,16.0,65.0,-1.61470984412,0.0
Karalina,65.0,,65.0,,
Greely,,65.0,65.0,,
Makenize,65.0,,65.0,,
Farryn,65.0,,65.0,,
Rosha,65.0,,65.0,,
Daouda,,65.0,65.0,,
Marckus,,65.0,65.0,,
Kersey,46.0,19.0,65.0,-1.27563444261,0.0
Reecie,60.0,5.0,65.0,-3.58496250072,0.0
Monaye,65.0,,65.0,,
Deyonce,58.0,7.0,65.0,-3.05062607307,0.0
Edgerrin,,65.0,65.0,,
Asyria,65.0,,65.0,,
Elianne,65.0,,65.0,,
Bereket,,65.0,65.0,,
Zunaira,65.0,,65.0,,
Brooklee,65.0,,65.0,,
Demeco,,65.0,65.0,,
Tonea,65.0,,65.0,,
Quame,,65.0,65.0,,
Chrissi,65.0,,65.0,,
Zoye,65.0,,65.0,,
Mariselda,65.0,,65.0,,
Toshiye,65.0,,65.0,,
Lonya,65.0,,65.0,,
Teondre,,65.0,65.0,,
Nayellie,65.0,,65.0,,
Dantre,,65.0,65.0,,
Anberlin,65.0,,65.0,,
Steph,65.0,,65.0,,
Mairim,65.0,,65.0,,
Michol,65.0,,65.0,,
Ninetta,65.0,,65.0,,
Cedell,5.0,60.0,65.0,3.58496250072,1.0
Belina,65.0,,65.0,,
Teea,65.0,,65.0,,
Jahrel,,65.0,65.0,,
Glenmore,,65.0,65.0,,
Lorimer,,65.0,65.0,,
Tyqwan,,65.0,65.0,,
Kienna,65.0,,65.0,,
Findlay,,65.0,65.0,,
Deeandra,65.0,,65.0,,
Harbor,37.0,28.0,65.0,-0.402098443571,0.0
Ladesha,65.0,,65.0,,
Fallou,,65.0,65.0,,
Akashdeep,,65.0,65.0,,
Yadriel,,65.0,65.0,,
Elic,,65.0,65.0,,
Louine,65.0,,65.0,,
Jesusmanuel,,65.0,65.0,,
Derel,,65.0,65.0,,
Vika,65.0,,65.0,,
Bhavesh,,65.0,65.0,,
Dmetrius,,65.0,65.0,,
Khrystyna,65.0,,65.0,,
Regla,65.0,,65.0,,
Daesia,65.0,,65.0,,
Winta,65.0,,65.0,,
Charletha,65.0,,65.0,,
Jarelly,65.0,,65.0,,
Aidenn,,65.0,65.0,,
Pantera,65.0,,65.0,,
Petr,,65.0,65.0,,
Latarshia,65.0,,65.0,,
Glendi,65.0,,65.0,,
Lynnita,65.0,,65.0,,
Miryah,65.0,,65.0,,
Charrie,65.0,,65.0,,
Medrith,65.0,,65.0,,
Sebastin,,65.0,65.0,,
Ekam,31.0,34.0,65.0,0.133266530863,1.0
Hasheem,,65.0,65.0,,
Calene,65.0,,65.0,,
Future,26.0,39.0,65.0,0.584962500721,1.0
Alfreddie,,65.0,65.0,,
Amayiah,65.0,,65.0,,
Kayleana,65.0,,65.0,,
Kayani,65.0,,65.0,,
Wyn,11.0,54.0,65.0,2.29545588353,1.0
Carlan,25.0,40.0,65.0,0.678071905113,1.0
Lenorris,,65.0,65.0,,
Malyna,65.0,,65.0,,
Kelsen,,65.0,65.0,,
Sandara,65.0,,65.0,,
Kiko,16.0,49.0,65.0,1.61470984412,1.0
Hulet,,65.0,65.0,,
Ercole,,65.0,65.0,,
Jolana,65.0,,65.0,,
Joany,59.0,5.0,64.0,-3.56071495447,0.0
Kaytlynne,64.0,,64.0,,
Demarrius,,64.0,64.0,,
Jeremian,,64.0,64.0,,
Letishia,64.0,,64.0,,
Devarious,,64.0,64.0,,
Shephanie,64.0,,64.0,,
Arria,64.0,,64.0,,
Tristy,64.0,,64.0,,
Glender,64.0,,64.0,,
Deosha,64.0,,64.0,,
Dionel,,64.0,64.0,,
Azrielle,64.0,,64.0,,
Euclide,,64.0,64.0,,
Saivion,,64.0,64.0,,
Caster,,64.0,64.0,,
Alantra,64.0,,64.0,,
Phillp,,64.0,64.0,,
Damel,,64.0,64.0,,
Modupe,64.0,,64.0,,
Gerlean,64.0,,64.0,,
Nekoda,5.0,59.0,64.0,3.56071495447,1.0
Nataliyah,64.0,,64.0,,
Fallen,64.0,,64.0,,
Whittley,64.0,,64.0,,
Safire,64.0,,64.0,,
Brinnley,64.0,,64.0,,
Khyron,,64.0,64.0,,
Karesa,64.0,,64.0,,
Aliece,64.0,,64.0,,
Jeyda,64.0,,64.0,,
Adlyn,64.0,,64.0,,
Larcenia,64.0,,64.0,,
Ethelean,64.0,,64.0,,
Brynja,64.0,,64.0,,
Maicy,64.0,,64.0,,
Karmine,,64.0,64.0,,
Tessi,64.0,,64.0,,
Renso,,64.0,64.0,,
Rajae,22.0,42.0,64.0,0.932885804141,1.0
Legion,,64.0,64.0,,
Kemond,,64.0,64.0,,
Devvon,5.0,59.0,64.0,3.56071495447,1.0
Gaelyn,64.0,,64.0,,
Wandalene,64.0,,64.0,,
Jashad,,64.0,64.0,,
Dayven,,64.0,64.0,,
Shahram,,64.0,64.0,,
Itay,,64.0,64.0,,
Crisol,64.0,,64.0,,
Damico,,64.0,64.0,,
Derrisha,64.0,,64.0,,
Kemo,,64.0,64.0,,
Xachary,,64.0,64.0,,
Laverl,15.0,49.0,64.0,1.70781924851,1.0
Shalayne,64.0,,64.0,,
Santresa,64.0,,64.0,,
Dyamon,64.0,,64.0,,
Aliz,64.0,,64.0,,
Denzal,,64.0,64.0,,
Mariapaula,64.0,,64.0,,
Jovontae,,64.0,64.0,,
Jalyah,64.0,,64.0,,
Ritik,,64.0,64.0,,
Dorissa,64.0,,64.0,,
Aleksi,23.0,41.0,64.0,0.833990048561,1.0
Shahrukh,,64.0,64.0,,
Calyb,,64.0,64.0,,
Aldred,,64.0,64.0,,
Jodye,64.0,,64.0,,
Demyah,64.0,,64.0,,
Broady,,64.0,64.0,,
Issaic,,64.0,64.0,,
Nilza,64.0,,64.0,,
Elany,64.0,,64.0,,
Sharaine,64.0,,64.0,,
Keiva,64.0,,64.0,,
Sheriden,64.0,,64.0,,
Ernesha,64.0,,64.0,,
Evellyn,64.0,,64.0,,
Zohal,64.0,,64.0,,
Arelie,64.0,,64.0,,
Sherrise,64.0,,64.0,,
Chantha,34.0,30.0,64.0,-0.180572245642,0.0
Mallorey,64.0,,64.0,,
Emaad,,64.0,64.0,,
Bertrice,64.0,,64.0,,
Ronella,64.0,,64.0,,
Khamiyah,64.0,,64.0,,
Karsin,13.0,51.0,64.0,1.97198562383,1.0
Julliette,64.0,,64.0,,
Jasiri,,64.0,64.0,,
Apolo,,64.0,64.0,,
Macaiah,59.0,5.0,64.0,-3.56071495447,0.0
Salathiel,,64.0,64.0,,
Itzamara,64.0,,64.0,,
Rigdon,,64.0,64.0,,
Juliany,64.0,,64.0,,
Kamilya,64.0,,64.0,,
Kolina,64.0,,64.0,,
Kejon,,64.0,64.0,,
Olman,,64.0,64.0,,
Furqan,,64.0,64.0,,
Enyah,64.0,,64.0,,
Cristalle,64.0,,64.0,,
Azaryah,51.0,13.0,64.0,-1.97198562383,0.0
Izzabell,64.0,,64.0,,
Namiah,64.0,,64.0,,
Fantasha,64.0,,64.0,,
Wasyl,,64.0,64.0,,
Conya,64.0,,64.0,,
Keyundra,64.0,,64.0,,
Dannisha,64.0,,64.0,,
Leronda,64.0,,64.0,,
Jorgina,64.0,,64.0,,
Derrich,,64.0,64.0,,
Luva,64.0,,64.0,,
Ranard,,64.0,64.0,,
Inocente,,64.0,64.0,,
Mussa,,64.0,64.0,,
Chenoah,64.0,,64.0,,
Mauria,64.0,,64.0,,
Shereta,64.0,,64.0,,
Esmirna,64.0,,64.0,,
Dynell,6.0,58.0,64.0,3.27301849441,1.0
Garv,,64.0,64.0,,
Tyrica,64.0,,64.0,,
Manali,64.0,,64.0,,
Korion,,64.0,64.0,,
Eain,,64.0,64.0,,
Tange,64.0,,64.0,,
Marissia,64.0,,64.0,,
Olaoluwa,,64.0,64.0,,
Tennelle,64.0,,64.0,,
Rambo,,64.0,64.0,,
Trimaine,,64.0,64.0,,
Taijuan,,64.0,64.0,,
Necola,64.0,,64.0,,
Savyon,,64.0,64.0,,
Delmira,64.0,,64.0,,
Astou,64.0,,64.0,,
Nicoya,64.0,,64.0,,
Recia,64.0,,64.0,,
Raunel,,64.0,64.0,,
Trevionne,,64.0,64.0,,
Juron,,64.0,64.0,,
Luverta,64.0,,64.0,,
Ahmadou,,64.0,64.0,,
Willamina,64.0,,64.0,,
Simrat,64.0,,64.0,,
Aalaya,64.0,,64.0,,
Deliana,64.0,,64.0,,
Delrick,,64.0,64.0,,
Adilee,64.0,,64.0,,
Arkel,,64.0,64.0,,
Eaden,34.0,30.0,64.0,-0.180572245642,0.0
Hermena,64.0,,64.0,,
Katessa,64.0,,64.0,,
Maday,64.0,,64.0,,
Dago,,64.0,64.0,,
Dayn,,64.0,64.0,,
Peola,64.0,,64.0,,
Anyi,64.0,,64.0,,
Nashid,,64.0,64.0,,
Prather,,64.0,64.0,,
Rathana,13.0,51.0,64.0,1.97198562383,1.0
Nathanie,,64.0,64.0,,
Keeara,64.0,,64.0,,
Zetha,64.0,,64.0,,
Darica,64.0,,64.0,,
Ianmichael,,64.0,64.0,,
Donahue,,64.0,64.0,,
Joseeduardo,,64.0,64.0,,
Abisola,64.0,,64.0,,
Areen,59.0,5.0,64.0,-3.56071495447,0.0
Hamlin,,64.0,64.0,,
Jesie,38.0,26.0,64.0,-0.547487795302,0.0
Maycel,64.0,,64.0,,
Tymara,64.0,,64.0,,
Lachae,64.0,,64.0,,
Purva,64.0,,64.0,,
Lynton,,64.0,64.0,,
Chaneka,64.0,,64.0,,
Sanay,24.0,40.0,64.0,0.736965594166,1.0
Generoso,,64.0,64.0,,
Zunairah,64.0,,64.0,,
Pedram,,64.0,64.0,,
Virga,64.0,,64.0,,
Jaeline,64.0,,64.0,,
Kiaja,64.0,,64.0,,
Virdia,64.0,,64.0,,
Shawnay,64.0,,64.0,,
Elmor,,64.0,64.0,,
Samanyu,,64.0,64.0,,
Jaydalynn,64.0,,64.0,,
Wyolene,64.0,,64.0,,
Mohogany,64.0,,64.0,,
Kaena,58.0,6.0,64.0,-3.27301849441,0.0
Naika,64.0,,64.0,,
Jyles,,64.0,64.0,,
Eero,,64.0,64.0,,
Lexander,,64.0,64.0,,
Tc,,64.0,64.0,,
Damarri,,64.0,64.0,,
Nikitta,64.0,,64.0,,
Paton,,64.0,64.0,,
Latria,64.0,,64.0,,
Shequilla,64.0,,64.0,,
Rosaelena,64.0,,64.0,,
Caliya,64.0,,64.0,,
Shaniqwa,64.0,,64.0,,
Daziya,64.0,,64.0,,
Audrinna,64.0,,64.0,,
Devontaye,,64.0,64.0,,
Delayni,64.0,,64.0,,
Megahn,64.0,,64.0,,
Lalaine,64.0,,64.0,,
Niti,64.0,,64.0,,
Makynli,64.0,,64.0,,
Danecia,64.0,,64.0,,
Lorree,64.0,,64.0,,
Chasya,64.0,,64.0,,
Darthula,64.0,,64.0,,
Trayonna,64.0,,64.0,,
Eldwin,,64.0,64.0,,
Divon,,64.0,64.0,,
Dannye,14.0,50.0,64.0,1.83650126772,1.0
Shuntell,64.0,,64.0,,
Breezie,64.0,,64.0,,
Willowdean,63.0,,63.0,,
Danijela,63.0,,63.0,,
Lenvil,,63.0,63.0,,
Rayssa,63.0,,63.0,,
Bow,,63.0,63.0,,
Lewayne,,63.0,63.0,,
Allsion,63.0,,63.0,,
Warrene,63.0,,63.0,,
Yassmine,63.0,,63.0,,
Elbia,63.0,,63.0,,
Viktorya,63.0,,63.0,,
Ladarrell,,63.0,63.0,,
Weber,,63.0,63.0,,
Elgar,,63.0,63.0,,
Smrithi,63.0,,63.0,,
Satomi,63.0,,63.0,,
Erminie,63.0,,63.0,,
Koua,,63.0,63.0,,
Zykee,,63.0,63.0,,
Maela,63.0,,63.0,,
Aseem,,63.0,63.0,,
Johnnisha,63.0,,63.0,,
Lisaanne,63.0,,63.0,,
Courteny,63.0,,63.0,,
Eufemio,,63.0,63.0,,
Doaa,63.0,,63.0,,
Petrea,63.0,,63.0,,
Amond,,63.0,63.0,,
Azeez,,63.0,63.0,,
Sherrina,63.0,,63.0,,
Neshawn,10.0,53.0,63.0,2.40599235968,1.0
Colisha,63.0,,63.0,,
Tameyah,63.0,,63.0,,
Henreitta,63.0,,63.0,,
Cressida,63.0,,63.0,,
Amedio,,63.0,63.0,,
Witten,,63.0,63.0,,
Morrill,,63.0,63.0,,
Tametria,63.0,,63.0,,
Renold,,63.0,63.0,,
Kess,63.0,,63.0,,
Talajah,63.0,,63.0,,
Revia,63.0,,63.0,,
Quinnten,,63.0,63.0,,
Odysseus,,63.0,63.0,,
Laquonda,63.0,,63.0,,
Selenne,63.0,,63.0,,
Vihan,,63.0,63.0,,
Isabellarose,63.0,,63.0,,
Kiyra,63.0,,63.0,,
Xyler,,63.0,63.0,,
Porshea,63.0,,63.0,,
Masaye,63.0,,63.0,,
Aveah,63.0,,63.0,,
Iolanda,63.0,,63.0,,
Linet,63.0,,63.0,,
Chamaine,63.0,,63.0,,
Keshayla,63.0,,63.0,,
Damica,63.0,,63.0,,
Zynasia,63.0,,63.0,,
Felise,63.0,,63.0,,
Jeannia,63.0,,63.0,,
Tamarick,,63.0,63.0,,
Leonetta,63.0,,63.0,,
Brytnee,63.0,,63.0,,
Xzaiver,,63.0,63.0,,
Ceonna,63.0,,63.0,,
Karder,,63.0,63.0,,
Jearldean,63.0,,63.0,,
Greenleigh,63.0,,63.0,,
Belissa,63.0,,63.0,,
Evonte,,63.0,63.0,,
Maziyah,63.0,,63.0,,
Dalesha,63.0,,63.0,,
Elfreida,63.0,,63.0,,
Lindamarie,63.0,,63.0,,
Timira,63.0,,63.0,,
Leny,17.0,46.0,63.0,1.43609911481,1.0
Dewitte,,63.0,63.0,,
Achsah,63.0,,63.0,,
Damiean,,63.0,63.0,,
Aristidis,,63.0,63.0,,
Camary,63.0,,63.0,,
Viral,,63.0,63.0,,
Chatham,15.0,48.0,63.0,1.67807190511,1.0
Jaythen,,63.0,63.0,,
Maicie,63.0,,63.0,,
Katrece,63.0,,63.0,,
Dorthula,63.0,,63.0,,
Shantanu,,63.0,63.0,,
Lyzbeth,63.0,,63.0,,
Naly,63.0,,63.0,,
Ruhaan,,63.0,63.0,,
Czar,,63.0,63.0,,
Kimori,63.0,,63.0,,
Rodrickus,,63.0,63.0,,
Juanjesus,,63.0,63.0,,
Kenneisha,63.0,,63.0,,
